au|qual
SCHALL, L|15.91667
SCHAPIRO, M|12.8
SCHARFSTEIN, D|52.09091
SCHATTLER, H|10
SCHATZ, E|8.666665
SCHATZBERG, J|5.375
SCHAUMBURG, E|10.27778
SCHECHTER, L|12.58333
SCHEFFLER, R|5.051852
SCHEIBER, H|34.5
SCHEINKMAN, J|38.76667
SCHELLING, T|68.11111
SCHENNACH, S|21.66667
SCHERER, F|47.27381
SCHIANTARELLI, F|7.891071
SCHILL, M|11.60417
SCHILLER, B|14.28571
SCHILLING, D|8.833334
SCHIVARDI, F|10.22222
SCHKADE, D|36.45238
SCHLAGENHAUF, D|7.935898
SCHLAGER, E|52.80556
SCHLEE, E|9.933333
SCHLENKER, W|10.9
SCHLESINGER, H|11.66528
SCHLESINGER, M|14.58333
SCHLINGEMANN, F|23.06667
SCHMALENSEE, R|49.62246
SCHMEDDERS, K|6.888889
SCHMEIDLER, D|18.97094
SCHMENNER, R|14.2
SCHMID, A|13.75
SCHMIDT, D|3.6
SCHMIDT, L|9
SCHMIDT, P|36.71667
SCHMIDT, R|41.1
SCHMIDT, V|20
SCHMIT, J|3.611111
SCHMIT, T|5.5
SCHMITT-GROHE, S|25.47917
SCHMITZ, T|2.833333
SCHNIER, K|6.8
SCHNITKEY, G|5.711905
SCHNITZLEIN, C|4.333333
SCHNITZLER, M|0.9285715
SCHOAR, A|29.72222
SCHOEMAKER, P|96.64286
SCHOENBAUM, M|11.16667
SCHOENBERGER, E|33.5
SCHOENI, R|15.77083
SCHOFIELD, N|45.675
SCHOLES, M|285.697
SCHOLZ, J|19.11459
SCHONE, B|8.666667
SCHONFELD, P|14.16667
SCHORFHEIDE, F|26.36905
SCHOTT, P|20.80093
SCHOTTER, A|14.45333
SCHRAMM, R|10.53333
SCHRAND, C|17.16667
SCHREINER, M|7.577777
SCHRODER, M|14
SCHROETER, J|9.291667
SCHUH, G|50
SCHUHMANN, P|3.125
SCHULMAN, C|5.75
SCHULMAN, K|9.862245
SCHULTZ, P|20.75
SCHULTZ, T|43.14103
SCHULZE, W|14.18578
SCHUMANN, P|3.444444
SCHUMMER, J|10.70833
SCHWAB, R|26.875
SCHWAB, S|7.388889
SCHWABE, K|3.833333
SCHWARTZ, A|12.74074
SCHWARTZ, E|20.64912
SCHWARTZ, G|3.416667
SCHWARTZ, J|10.19048
SCHWARTZ, M|26.15
SCHWARTZ, R|16.40454
SCHWARTZ, T|19.37879
SCHWARTZ, W|12
SCHWARZ, P|4.145833
SCHWEITZER, M|9.319445
SCHWERT, G|80.68452
SCITOVSKY, T|8.6
SCOTCHMER, S|31.21615
SCOTT, A|26.70521
SCOTT, J|19.26543
SCOTT, L|48.12963
SCOTT, W|29.5
SCRUGGS, J|6.25
SCRUGGS, L|24
SCULLY, G|27.5375
SEAGLE, J|5.333333
SEALE, J|5.75
SEATER, J|18.40278
SEDO, S|2.75
SEGAL, I|31.41667
SEGAL, U|31.90741
SEGERSON, K|20.49167
SEGERSTROM, P|46.07407
SEGUIN, P|14.24359
SEIDENFELD, T|27
SEIDMAN, L|11.66667
SEIFORD, L|80.31905
SEIM, K|30.83333
SEITZ, W|9.325
SELDON, B|4.727273
SELGIN, G|7.9
SELIGSON, M|14.5
SEMYKINA, A|5
SEN, A|37.31837
SEN, B|12.41667
SENAUER, B|6.409091
SENBET, L|15.02083
SENGUPTA, A|5.5
SENGUPTA, J|11.90909
SENHADJI, A|10.2381
SENT, E|10
SEO, S|5.59375
SEPPALA, J|8.5
SEPPI, D|34.80556
SERRANO, R|7.706896
SERU, A|5.833333
SERVAES, H|36.86026
SETHI, S|9
SETTLE, C|7.5
SETTLE, R|9.030303
SEVAK, P|6.733334
SEVERINI, T|5.5
SEWARD, J|6.944444
SEXAUER, B|10
SEXTON, R|9.441358
SEYHUN, H|77.5
SHABAN, R|40
SHACHAT, J|4.58
SHACKELFORD, D|10.55556
SHAFFER, G|16.32456
SHAFFER, R|2.666667
SHAFIR, E|13.31667
SHAHABUDDIN, P|12.33333
SHAHRUR, H|23
SHAIKH, A|14.55556
SHAKED, M|11
SHAKESPEARE, C|6
SHALIT, H|16.88889
SHAMBAUGH, J|10.60167
SHAMMAS, C|13.33333
SHANKAR, R|6.5
SHANKEN, J|51.89286
SHANNON, C|24.98485
SHAPIRA, Z|10.66667
SHAPIRO, A|16.23021
SHAPIRO, C|106.7117
SHAPIRO, H|9.566667
SHAPIRO, J|17.4803
SHAPIRO, K|13.5
SHAPIRO, M|25.56818
SHARMA, K|13.16667
SHARMA, V|6.222222
SHARP, J|8.266666
SHARPE, W|38.1
SHASTRI, K|10.11667
SHAVELL, S|49.86822
SHAVER, J|17.83333
SHAW, D|37.60317
SHAW, J|1.958333
SHAW, K|23.13889
SHAW, W|12.90833
SHAWKY, H|4.611111
SHEA, J|57.65625
SHEAHAN, J|21.5
SHEAR, W|14.5
SHEEHAN, D|28.90476
SHEFFRIN, S|12.22222
SHEFRIN, H|62.28571
SHELL, K|27.00942
SHELTON, R|6.25
SHEN, W|4.166667
SHEPARD, A|40.91667
SHEPARD, L|26.66667
SHEPHARD, R|10.75
SHEPHERD, W|53.75
SHEPPARD, E|8.888889
SHEPPARD, S|15.77273
SHEPSLE, K|51.63889
SHERMAN, A|21.63889
SHERMAN, R|14.93537
SHERRICK, B|4.63
SHEVCHENKO, A|8
SHEVLIN, T|13.34722
SHIBANO, T|12.83333
SHIBATA, H|21.16667
SHILLER, R|63.73577
SHILLING, J|4.187879
SHIMER, R|32.88235
SHIMSHACK, J|7.180555
SHIN, H|18.075
SHINTANI, M|6.759259
SHIVDASANI, A|19.01667
SHIVELY, G|11.19048
SHLAPENTOKH, V|12
SHLEIFER, A|71.75481
SHOCKLEY, R|11.41667
SHOGREN, J|10.24162
SHOHAM, Y|4.722222
SHONKWILER, J|12.22727
SHORE-SHEPPARD, L|8.68
SHORT, J|4.166667
SHORTLE, J|8.541025
SHOUP, C|12.25
SHOUP, D|13.5
SHOVEN, J|22.74074
SHOWALTER, M|10.57407
SHRESTHA, R|10.13889
SHUBIK, M|20.82143
SHUGHART, W|6.830247
SHUKLA, V|8.333333
SHUM, M|11.31481
SHUMWAY, C|12.80303
SHUMWAY, T|18.75
SHUPP, R|7.66
SHY, O|13
SICKLES, R|12.8172
SICONOLFI, P|5.083333
SIEBERT, H|5
SIEG, H|11.58571
SIEGEL, D|29.32471
SIEGEL, J|25.74026
SIEGEL, R|10.08333
SIEGEL, S|4.75
SIEGFRIE.JJ|24.9
SIEGFRIED, J|7.64845
SIERRA, R|16.66667
SIKLOS, P|14.81944
SILBER, W|14.88889
SILBERBE.E|39.33333
SILLS, E|19
SILVA, E|5.401961
SILVA-RISSO, J|14.88889
SILVER, B|10.02778
SILVERMAN, D|13.53333
SIMESTER, D|17
SIMON, C|22.79333
SIMON, D|9.861111
SIMON, H|133.4306
SIMON, J|11.0625
SIMON, K|6.52381
SIMON, L|16.16667
SIMON, M|17.5
SIMONS, K|16.16667
SIMPSON, R|15.9
SIMS, C|142.4818
SIMS, D|4.388889
SIMS, E|2.25
SINAI, T|18.6875
SINDELAR, J|18.40128
SINGELL, L|9.131578
SINGER, N|9
SINGH, N|18.5
SINGH, S|31.05556
SINGH, V|2.9375
SINGLETON, K|58.86111
SINISCALCHI, M|11.03333
SIOSHANSI, R|6.833333
SIRCAR, R|3.333333
SIRMANS, C|6.688525
SIRMANS, G|5.562501
SIVITANIDOU, R|13.28571
SJAASTAD, L|8.833333
SJOHOLM, F|9.944445
SJOQUIST, D|22.91026
SJOSTROM, T|8.979167
SKAPERDAS, S|43.53333
SKEATH, S|13.5
SKEES, J|10.55952
SKELTON, J|20.33334
SKIADAS, C|13.03704
SKIBA, A|16.41667
SKIDMORE, M|10
SKINNER, D|27.0625
SKINNER, J|21.28186
SKOUFIAS, E|19.43137
SLADE, E|5.166667
SLAUGHTER, M|14.79545
SLEMROD, J|15.62339
SLESNICK, D|19.22222
SLOAN, F|9.189091
SLOAN, R|32.85714
SLOTTJE, D|6.894231
SLOVIN, M|5.972222
SMALE, S|45.5
SMALL, D|25.1875
SMALL, K|44.88393
SMART, S|8.291667
SMETTERS, K|7.02
SMILEY, R|26.5
SMILOWITZ, K|4.888889
SMIRLOCK, M|21.20833
SMITH, A|26.55345
SMITH, B|12.86889
SMITH, C|53.92929
SMITH, D|10.94608
SMITH, F|11
SMITH, G|10.22024
SMITH, K|7.722222
SMITH, M|11.40541
SMITH, N|24.67857
SMITH, P|21.40741
SMITH, S|10.47946
SMITH, T|11.17192
SMITH, V|23.38103
SMITH, W|7.151111
SMOKE, P|11.25
SMOLENSK.E|8.666667
SNIDAL, D|11.875
SNOW, A|10.76042
SNYDER, C|12.97222
SNYDER, J|25.43148
SO, J|18.5
SOARES, J|15.22222
SOARES, R|9.875
SOBEL, J|43.82796
SOBOL, M|8.166667
SOHNGEN, B|12.28125
SOKOLOFF, K|18.58772
SOLIGO, R|14.25
SOLON, G|30.00667
SOLOW, R|71.40972
SOMANATHAN, R|9.083333
SOMAYA, D|7.75
SONG, M|23.16667
SONKA, S|5.472222
SONMEZ, T|16.79464
SONNENSCHEIN, H|21.25
SONORA, R|15.16667
SONSTELIE, J|14.28125
SOOFI, E|9.111111
SOPHOCLEUS, J|9.625
SORENSEN, A|11.30128
SORENSEN, E|16.20833
SORENSEN, M|2.922222
SORENSON, O|18.75
SORESCU, S|8.6
SORNETTE, D|9.879629
SOULELES, N|18.66666
SOUTHGATE, D|15.44792
SOWELL, F|132.5
SPATT, C|9.929487
SPEAR, S|14.05208
SPECTOR, D|11.5
SPENCE, A|124.1111
SPENCE, M|134.7083
SPENGLER, J|7
SPERLING, D|7.699999
SPICER, M|24
SPIER, K|22.52778
SPIESS, D|33.5
SPILERMAN, S|12.75
SPILLER, P|21.95052
SPOLAORE, E|19.225
SPORLEDER, T|10.25
SPRENKLE, C|13.5
SPRINGER, T|9.166666
SPRINKLE, G|5.375
SPULBER, D|21.03333
SRINIVASAN, K|6.416667
SRINIVASAN, S|4.9
SRINIVASAN, T|16.23958
SRIVASTAVA, V|5.611111
SSERUNKUUMA, D|4.144444
STACCHETTI, E|25.22308
STAFFORD, E|33.76667
STAFFORD, F|23.46296
STAFFORD, S|9.555555
STAHL, D|30.47101
STAIGER, D|45.21491
STAIGER, R|13.9807
STALLARD, E|6.222222
STALNAKER, R|37
STAMBAUGH, R|64.37122
STANFORD, W|17
STANLEY, H|9.1625
STANTON, R|14.65
STARBIRD, S|8.333333
STARK, O|23.80432
STARKS, L|22.51429
STARLEAF, D|6
STARR, R|15.07143
STARRETT, D|25.36364
STARTZ, R|22.35555
STASAVAGE, D|7.333333
STATEN, M|7.299999
STATMAN, M|28.38889
STAVINS, R|32.39785
STEARNS, S|10.375
STECKEL, R|18.15476
STEELMAN, T|13.25
STEFANOU, S|7.953125
STEGEMAN, M|13.375
STEGMAN, M|10.16667
STEHR, M|13.33333
STEIGERWALD, D|12.5
STEIN, E|21.82949
STEIN, J|37.02949
STEIN, W|8.46
STEINNES, D|37.5
STEINSSON, J|29.5
STEKLER, H|8.761111
STEPAN, A|11.5
STEPHAN, P|28.38889
STEPHENS, J|8
STEPHENS, M|9.824074
STEPHENSON, M|17
STEPHENSON, S|15.83333
STERMAN, J|21.9
STERN, D|60.065
STERN, R|8.739583
STERN, S|20.99556
STEVENS, A|24.58333
STEVENS, B|13.90909
STEVENS, R|2.666667
STEVENSON, B|15.75
STEVENSON, R|66
STEWART, D|5.833333
STEWART, J|7.051282
STEWART, T|8.083334
STICKEL, S|34
STIEFEL, L|3.75
STIEGERT, K|4.533333
STIGLER, G|146.2051
STIGLITZ, J|64.81657
STIGUM, B|14
STILLMAN, S|4.722222
STINCHCOMBE, M|15.1875
STINNETT, A|10.7
STOBER, T|15.16667
STOCK, J|62.93842
STOCKEN, P|20.72222
STOCKMAN, A|34.46825
STOCKMAN, D|5.333333
STOHS, S|1.666667
STOKER, T|28.06349
STOKES, J|7.166667
STOKEY, N|97.55556
STOLE, L|27.95
STOLL, H|56.05263
STOLL, M|14.90476
STONE, M|4.175
STORPER, M|41.05769
STOUGHTON, N|24.875
STOYE, J|11.33333
STRAHAN, P|22.35088
STRAND, I|13.82018
STRASSMANN, D|12.75
STRASSMANN, W|9.5
STRASZHE.MR|18.25
STRASZHEIM, M|15.6
STRATMANN, T|22.5
STRATTON, L|15.3125
STRAUB, J|12
STRAUSS, J|16.82917
STRAUSS, R|11.51786
STRAZICICH, M|23.375
STREBULAEV, I|6.125
STREETEN, P|29.42857
STREETER, D|6.138889
STREUFERT, P|18
STRICKLAND, D|11.66667
STROBER, M|10.5
STROUD, J|5.358334
STRUMPF, K|12.66667
STRUMSKY, D|3.416667
STRZALECKI, T|5.666667
STUART, T|11.8
STULZ, R|46.36739
STURGEON, T|110.1667
STURZENEGGER, F|7.25
STUTZER, M|16.38889
SU, V|7.5
SUBRAHMANYAM, A|30.41667
SUBRAHMANYAM, M|9.305555
SUBRAMANIAN, A|23.22121
SUBRAMANIAN, K|3.25
SUBRAMANYAM, K|63.27778
SUDHIR, K|6.5
SUEYOSHI, G|21.9
SUFI, A|9.822727
SUGDEN, R|76.6
SUI, D|4.666667
SUITS, D|42.72222
SULLIVAN, A|13.63636
SULLIVAN, J|6.016666
SULLIVAN, P|5.983334
SULLIVAN, R|11.24074
SULLIVAN, S|3.874206
SULTAN, F|4.75
SUMMERFIELD, G|9.416667
SUMMERS, L|46.26968
SUMMERS, R|115.4048
SUMNER, D|10.9375
SUN, B|5.25
SUN, D|18.625
SUN, J|3.433333
SUN, T|21.05556
SUN, Z|2.833333
SUNDARESAN, S|14.60714
SUNDEN, A|30.08334
SUNDING, D|6.454545
SUNG, J|9.929167
SUNSTEIN, C|43.09524
SUPINA, D|4
SUPPES, P|8.5
SURANOVIC, S|10.5
SURI, V|37.08333
SUSLOW, V|12.25
SUSMEL, R|37.30556
SUZUKI, N|4.244445
SUZUKI, Y|8.875
SVEJNAR, J|15.56667
SVENSSON, L|21.67882
SWAGEL, P|11.52778
SWALLOW, S|10.69444
SWAN, C|8.333333
SWANN, C|5.666667
SWANSON, J|24.05556
SWARTZ, K|31.5
SWEENEY, G|8.25
SWEENEY, J|32.45833
SWEENEY, R|13.48148
SWEETING, A|8
SWENSON, D|23.7
SWIDLER, S|3.5
SWIERZBINSKI, J|10.16667
SWINKELS, J|15.43229
SWINTON, S|7.724359
SWOBODA, A|6.729167
SYKES, A|7.333333
SYKUTA, M|6.166667
SYLLA, R|20.02381
SYMANSKI, R|7.333333
SYROPOULOS, C|11.15625
SYRQUIN, M|8.75
SYVERSON, C|18.43
SZENBERG, M|6.833333
SZENTES, B|6.375
SZIDAROVSZKY, F|11.88095
SZPORLUK, R|13
TABARROK, A|8.717949
TABELLINI, G|21.18225
TABER, C|12.89211
TADELIS, S|35.0625
TADENUMA, K|14.66667
TADESSE, B|3.166667
TAGGART, R|9.333333
TAKAHASHI, L|9
TAKAYAMA, A|12.12963
TAKEDA, C|12.25
TAKSAR, M|11.72778
TALMOR, E|7.833333
TALUKDAR, D|7.166667
TAMER, E|18.70513
TAMURA, R|36
TAN, C|3
TANDON, K|7.180555
TANDON, P|31.33333
TANGERMANN, S|3.666667
TANIZAKI, H|9.833333
TAPIERO, C|13.5
TAQQU, M|5.5
TAROZZI, A|6.166667
TAUB, B|9.4
TAUBMAN, P|22.37121
TAUCHEN, G|46.91987
TAUCHEN, H|9.071429
TAUER, L|6.125
TAURAS, J|12.14444
TAVARES, J|25.25
TAY, A|35.32
TAYLOR, A|20.36757
TAYLOR, B|6.734848
TAYLOR, C|14.86719
TAYLOR, J|45.33556
TAYLOR, L|18.21162
TEECE, D|105.8567
TEHRANIAN, H|9.467777
TEKIN, E|6.305555
TELMER, C|10.85556
TELSER, L|23.5
TEMIMI, A|4.944446
TEMIN, P|14.84314
TEMPLE, J|17.61111
TEMZELIDES, T|8.333333
TENDLER, J|15.5
TENNYSON, S|10.8
TENORIO, R|12.63333
TENRAA, T|6.958333
TERKLA, D|15.93333
TERRELL, K|6.736842
TERTILT, M|8.666668
TERVIO, M|21.55556
TERZA, J|21.08333
TESAR, L|19.91304
TESFATSION, L|13.92857
THAKOR, A|18.55702
THALER, R|95.56076
THEIL, H|7.648809
THEODORE, N|12.81481
THIBODEAU, T|15.15476
THILL, J|9.416667
THOMA, M|13.6
THOMADSEN, R|9.666668
THOMAS, D|37.45833
THOMAS, H|6.388889
THOMAS, L|17.94792
THOMASSLAYTER, B|7
THOMASSON, M|4.785714
THOMPSON, E|12.2381
THOMPSON, F|5.5
THOMPSON, G|11.20833
THOMPSON, L|4.066667
THOMPSON, P|11.77778
THOMSON, T|16.83333
THOMSON, W|16.98095
THORBECKE, E|10.06349
THORBECKE, W|3.8
THORE, S|7.444444
THORLEY, S|18.27778
THORNTON, R|14.28571
THRALL, G|5.833333
THRALL, R|40.54792
THUM, M|8
THURMAN, W|10.89063
THUROW, L|26.86364
THURSBY, J|18.16204
THURSBY, M|16.34058
THURSTON, L|19.25
TIAN, G|12.94792
TIAO, G|17.3125
TICE, S|8
TIEN, C|4.375
TILLER, E|15.6875
TIMBERLAKE, R|31
TIMMER, C|28.41072
TIMMERMANN, A|12.86413
TIMMINS, C|6.818182
TING, M|6.071429
TINSLEY, P|10
TIROLE, J|30.17209
TIRUPATTUR, V|2.875
TITMAN, S|32.71264
TOBIAS, J|8.378788
TOBIN, J|45.71296
TOBLER, W|339
TODARO, M|166
TODD, P|41.64275
TODOROV, V|7.5
TOL, R|8.436842
TOLLEY, G|18.25
TOLLISON, R|10.88209
TOMA, E|10.15
TOMIYAMA, K|20.5
TOPEL, R|59.96667
TORNELL, A|13.11754
TOROUS, W|20.30556
TOVEY, C|12.77778
TOWER, E|9.291666
TOWN, R|10.19
TOWNSEND, R|47.24127
TOYA, H|14.77778
TRAILL, W|4.238095
TRAIN, K|44.29487
TRANDEL, G|11.93333
TRAXLER, G|11.00926
TREBING, H|8.285714
TREHAN, B|25.1
TREISMAN, D|70.7619
TREJO, S|22.10606
TREML, V|11.33333
TRIANTIS, A|8.47619
TRIANTIS, G|10
TRIGEORGIS, L|52.33333
TRINDADE, V|20.97619
TRIPATHI, G|6.75
TROCKEL, W|4.541667
TROESKEN, W|4.666667
TROSKE, K|14.45333
TRUEMAN, B|32.2
TRUETT, D|6.25
TRZCINKA, C|9.861113
TSAY, R|28.29762
TSCHANTZ, S|4.25
TSCHIRHART, J|12.24667
TSCHIRLEY, D|5.129251
TSE, Y|8.975
TSEBELIS, G|12.25
TSIANG, S|25
TSOI, A|6.666667
TSOULOUHAS, T|7.958333
TSUI, K|3.8125
TSUNOKAWA, K|6
TSUR, Y|11.10119
TSYVINSKI, A|9.985714
TUCKER, I|13
TUCKER, J|12.375
TUCKER, R|7.5
TUCKMAN, H|14.55556
TUFANO, P|11.2125
TULLOCK, G|70.26087
TUNALI, I|8.125
TURNBULL, G|6.882936
TURNBULL, S|32.06667
TURNER, J|8.944445
TURNER, S|8.35
TURNOVSKY, S|12.59158
TURNQUIST, M|12.37798
TURVEY, C|4.583333
TVERSKY, A|433.994
TWEETEN, L|5.708333
TYAGI, R|6.75
TYBOUT, J|25.65238
TYLER, J|9.702381
TYLER, W|30.5
TYNER, W|10.63889
TYSON, L|6.6
TYWORTH, J|7.791667
UDELL, G|27.31987
UDRY, C|46.78472
UHLANER, C|32.5
UHLIG, H|16.22727
ULEN, T|17.16667
ULLAH, A|14
UNNEVEHR, L|19.57576
UNSWORTH, R|12
UNVER, M|8.888888
UPADHYAYA, K|5.083333
UPHOFF, N|34.375
URBAN, M|12.83333
URETA, M|24.5
URIBE, M|20.54012
URQUIOLA, M|8.568333
URYASEV, S|53.0625
URZUA, S|16.63889
UVIN, P|12.66667
VALDES, R|11.875
VALDEZ, E|5.13889
VALE, B|7.166667
VALEV, N|6.883334
VALIMAKI, J|10.04762
VALKANOV, R|29.93333
VALLEY, K|15.23334
VALVERDE, S|2
VAN BOVEN, L|5.833333
VAN DEN NOUWELAND, A|13
VAN DEN STEEN, E|31.33333
VAN DENDER, K|9.277778
VAN DER KLAAUW, W|25.33333
VAN HOUTVEN, C|7.471427
VAN HUYCK, J|5.8
VAN NIEUWERBURGH, S|3.416667
VAN ORDER, R|20.22222
VAN SOEST, D|2.766667
VAN WENUM, J|4.625001
VAN WINCOOP, E|27.98718
VAN'T VELD, K|5
VANBOENING, M|9.5
VANDELL, K|5.322222
VANDENBRINK, R|10.04167
VANDERKLAAUW, W|25.41667
VANEK, J|28.7
VANHONACKER, W|6
VANHUYCK, J|21.84231
VANWINCOOP, E|17.61111
VANWISSEN, L|5.111111
VARAIYA, P|9.764285
VARDI, M|3.75
VARGAS, L|10.5
VARIAN, H|80.84314
VARIYAM, J|8.85
VASSALOU, M|26.4
VAUGHN, G|8.5
VAYANOS, D|16.62879
VEDENOV, D|5.071429
VEENDORP, E|13
VEENSTRA, D|5.090741
VEGA, C|23.81667
VEGH, C|13.20385
VELASCO, A|12.62611
VELDKAMP, L|13.14286
VELENCHIK, A|13
VELLA, F|16.09259
VENKATARAMAN, K|8.3
VENKATESH, S|21.66667
VENTI, S|10.53846
VENTURA, J|19.89167
VERHOOGEN, E|15.5119
VERLEGER, P|22.77778
VERNON, J|12.91733
VERNON, R|485.0833
VERONESI, P|20.375
VERRECCHIA, R|60.7193
VESTERLUND, L|24.74359
VETSUYPENS, M|21.11667
VEUM, J|9.142857
VICEIRA, L|19.50641
VICKREY, W|65.37037
VICTOR, D|38.5
VIDERAS, J|11.375
VIGDOR, J|13.36574
VIJVERBERG, C|3
VIJVERBERG, W|11.19583
VILCASSIM, N|16.16666
VILLALONGA, B|67.5
VILLAMIL, A|10.88889
VILLANACCI, A|4.166667
VILLAS-BOAS, J|20.4
VILLAS-BOAS, S|22.16667
VINCENT, D|10.22727
VINCENT, J|11.10227
VINCENT, L|19.02778
VIND, K|20.5
VINING, A|6.033333
VIOLANTE, G|14.35758
VISCUSI, W|25.04841
VISHNY, R|106.2238
VISSING-JORGENSEN, A|31.78572
VISWANATHAN, S|20.14167
VITALIANO, D|17.5
VITON, P|17.83333
VIVES, X|46.78205
VOGEL, J|5.75
VOGEL, R|5.166667
VOGELSANG, I|17.90476
VOGELSANG, T|33.02222
VOHRA, R|15.05278
VOITH, R|16.43333
VOLLRATH, D|9.666667
VON HAEFEN, R|6.233334
VON WACHTER, T|11.5
VONHAGEN, J|12.54167
VONORTAS, N|14
VOOS, P|15.25
VORKINK, K|7.895834
VOSTI, S|13.50278
VREELAND, J|18.88889
VRIEND, N|17
VROOMAN, J|26.57143
VUKINA, T|7.075758
VUONG, Q|70.19118
VYTLACIL, E|17.44375
WACHTEL, P|21.40741
WACHTER, J|26.09722
WACHTER, M|26
WACHTER, S|8.958334
WACZIARG, R|28.95185
WADDELL, P|8.611112
WADE, J|15.29167
WADE, R|57
WADSWORTH, J|3.547619
WAGNER, G|7.300001
WAGNER, J|9.833334
WAGNER, R|18.34615
WALDEN, J|6.5
WALDER, A|15.5
WALDFOGEL, J|17.51006
WALDMAN, D|13.14583
WALDMAN, M|29.60897
WALKER, J|16.92259
WALKER, R|10.59949
WALKER, T|4.222222
WALKLING, R|39.42857
WALLACE, M|8
WALLACE, N|23.74444
WALLACE, R|18.5
WALLACE, T|26.04167
WALLER, C|8.399305
WALLERSTEIN, M|9
WALLICH, H|15.25
WALLIS, J|13.19792
WALLS, W|13.6
WALMSLEY, T|3.666667
WALRAND, J|2.541667
WALSH, C|23.92634
WALSH, R|12.68571
WALTER, I|9.694445
WALTHER, B|7.972222
WALTON, G|5.944445
WANG, C|7.25
WANG, D|6.833333
WANG, H|10.88869
WANG, J|18.92926
WANG, L|9.458332
WANG, P|6.395185
WANG, S|15.40044
WANG, T|5.982456
WANG, W|8.499999
WANG, Z|7.055051
WANSBEEK, T|8.833334
WANSINK, B|4.8
WARD, B|10
WARD, J|9.666667
WARD, R|13.75
WARD-BATTS, J|3.888889
WARGA, A|15.69048
WARNER, D|18
WARNER, G|17
WARNER, J|68.75309
WARNER, M|11.0625
WARNOCK, F|11.36667
WASHINGTON, E|6.035714
WASLEY, C|28.2
WASSERMAN, D|7.25
WATERMAN, D|11.75
WATKINS, G|6.375
WATSON, J|12.60784
WATSON, M|44.41091
WATSON, T|7.333333
WATTS, A|24.21428
WATTS, H|13.71111
WATTS, M|8.422222
WATTS, R|89.16666
WAUD, R|10.23333
WEATHERSPOON, D|7.833333
WEAVER, D|9.333333
WEAVER, R|16.05556
WEBB, A|8.5
WEBB, P|10.06667
WEBB, R|10
WEBB, S|25.375
WEBER, C|11.77083
WEBER, E|13.83333
WEBER, J|7.95238
WEBER, R|40.94298
WEBER, S|6.078125
WEBSTER, M|13.77778
WECHSLER, H|17.625
WEDEL, M|7.1
WEERSINK, A|4.166667
WEG, E|6.041667
WEGGE, L|6.458333
WEGREN, S|6.466667
WEI, K|8.216665
WEI, S|15.48295
WEIBULL, J|15.2
WEIDENMIER, M|5.357143
WEIGELT, K|28.33333
WEIL, D|55.09723
WEILER, J|27.6
WEILER, W|11.16667
WEILL, P|9.25
WEIMAN, D|12.5
WEINBERG, B|13.79487
WEINBERG, M|10.22222
WEINER, R|11.72222
WEINGAST, B|96.69697
WEINSTEIN, D|21.29545
WEINSTEIN, J|4.979167
WEINSTEIN, M|17.05835
WEINTRAU.S|11.375
WEINTRAUB, E|18.66667
WEINZIERL, M|5.25
WEIR, D|29.75
WEISBACH, D|6
WEISBACH, M|60.24621
WEISBENNER, S|5.479167
WEISBROD, B|19.29896
WEISS, A|53.53704
WEISS, I|17.55556
WEISS, J|13.89583
WEISS, L|45.04861
WEISS, T|5.469697
WEISS, Y|20.25463
WEISSKOPF, T|14.51852
WEITZMAN, M|71.5
WEIZSACKER, G|8.68254
WELCH, F|38.01626
WELCH, I|53.14167
WELLISZ, S|19.35
WELLS, M|35.54167
WELLS, P|9.5
WEN, Y|7.785714
WENDELL, R|8.166667
WENINGER, Q|11.48148
WERKER, E|17.5
WERNER, I|7.631944
WERNER, M|22.83334
WERNERFELT, B|65.7
WERNING, I|7.133333
WERTZ, K|30
WESSELS, W|12.75
WEST, C|4.916667
WEST, D|14.375
WEST, K|45.63131
WEST, S|13.75926
WESTGREN, R|12
WESTON, J|17.13889
WETZEL, J|7.416667
WETZSTEIN, M|3.888889
WEYANT, J|13.57143
WEYMARK, J|11.50833
WHALEY, R|43.9697
WHANG, Y|11.79167
WHATLEY, W|17.9
WHEATON, W|28.67117
WHEELER, C|17.16667
WHEELOCK, D|10.96429
WHINSTON, A|8.045454
WHINSTON, M|42.02084
WHITAKER, J|13.3
WHITE, F|11.83333
WHITE, H|170.4382
WHITE, K|16.5625
WHITE, L|15.92424
WHITE, M|23.01871
WHITE, S|5.75
WHITE, W|14.63889
WHITED, T|18.75595
WHITEHEAD, J|13.34722
WHITELAW, R|12.26042
WHITESELL, R|12
WHITFORD, A|10.875
WHITLEY, J|4.75
WHITMAN, M|13
WHITMORE, D|25.5
WHITT, J|15
WHITTINGTON, D|11.17223
WHITTINGTON, L|9.37037
WICKELGREN, A|5.666667
WICKER, E|14.8
WIEST, P|9.499998
WIGGINS, J|89.66666
WIGGINS, S|16.80556
WILBER, C|20.66667
WILCOX, J|16.01667
WILCOX, N|17.26191
WILCOXEN, P|21.68333
WILDASIN, D|26.89431
WILDE, J|43
WILDE, P|9.958332
WILEN, J|19.20833
WILHELM, W|18.36979
WILKIE, S|8.45
WILKINS, R|4.333333
WILKINSON, J|20.41667
WILKINSON, M|15.125
WILLEMAIN, T|19.64583
WILLETT, J|16.14583
WILLETT, T|7.877778
WILLIAMS, A|15.11987
WILLIAMS, C|6.333333
WILLIAMS, J|22.1881
WILLIAMS, N|7.615385
WILLIAMS, R|10.31522
